OBJECTID,REG_NAME,REG_CODE,DIST_CODE,DIST_NAME,TA_CODE,TA_NAME,_Popsum,<1,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Pop>60
95,Central,2,MW210,Lilongwe City,21066,Area 36,178319.9116,5452.014956,20025.37793,22741.61059,20996.81596,19869.49525,21992.89019,20655.80944,15746.04231,10335.19201,7204.481272,4809.349362,3120.450384,1905.75607,1272.124128,912.9752407,678.4631184,371.9847691,229.0786213,0.019429271
96,Central,2,MW210,Lilongwe City,21067,Area 37,13927.92835,419.7635487,1541.810084,1750.517564,1617.459444,1556.667949,1762.84314,1670.888738,1260.22019,812.4515361,559.3468951,368.1922301,235.8833312,139.9421318,89.37599572,61.53975863,44.73031001,22.4704587,13.82504544,0.016652984
97,Central,2,MW210,Lilongwe City,21068,Area 38,42366.8313,1289.991484,4738.18871,5380.520642,4968.78868,4724.93217,5264.901902,4958.205585,3767.806155,2460.108504,1708.737098,1136.087217,734.4765533,444.9431524,293.4552585,208.3305919,153.9281715,82.58150504,50.84792054,0.018626445
98,Central,2,MW210,Lilongwe City,21069,Area 39,3571.358093,107.6345245,395.3463703,448.8625239,414.7441554,399.1561799,452.0230115,428.4443357,323.1419254,208.3264135,143.4260726,94.41076002,60.48450449,35.88354647,22.91752784,15.77984245,11.46961348,5.761808391,3.544977169,0.016652984
99,Central,2,MW210,Lilongwe City,21034,Area 4,893.6452332,26.93291385,98.92578347,112.3168959,103.7796064,99.87909602,113.1077307,107.2077423,80.85838354,52.12860251,35.88887553,23.62398936,15.13477162,8.97898205,5.734552227,3.948520586,2.86999095,1.44175198,0.88704405,0.016652984
100,Central,2,MW210,Lilongwe City,21070,Area 40,35.89394143,1.081781,3.97342945,4.511293673,4.168386932,4.01171997,4.543058149,4.306080629,3.24773854,2.09378503,1.441504015,0.948875523,0.60789963,0.360647654,0.230332658,0.158595337,0.115275372,0.057909066,0.0356288,0.016652984
101,Central,2,MW210,Lilongwe City,21071,Area 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Central,2,MW210,Lilongwe City,21072,Area 42,348.8215473,10.51287504,38.61425507,43.84128247,40.50887494,38.98636669,44.14997398,41.84699825,31.56190547,20.3476494,14.00870581,9.221284038,5.907640137,3.504816363,2.238399875,1.541248143,1.120259636,0.562767123,0.346244871,0.016652984
103,Central,2,MW210,Lilongwe City,21073,Area 43,6426.056473,193.6701712,711.3591061,807.6523981,746.2621477,718.214217,813.3391613,770.9133123,581.4393876,374.8482412,258.0710247,169.8762375,108.8316633,64.56638909,41.23622561,28.39316472,20.63763477,10.3674023,6.37858845,0.016652984
104,Central,2,MW210,Lilongwe City,21074,Area 44,63976.30451,1955.009183,7180.813786,8154.771719,7529.295252,7129.421141,7898.005287,7420.391678,5654.37063,3708.859367,2584.200069,1724.201588,1118.20532,682.2303812,454.7229873,325.9289818,242.0286352,132.3446699,81.50383559,0.019327923
105,Central,2,MW210,Lilongwe City,21075,Area 45,24720.00816,753.6155234,2768.060277,3143.381226,2902.643681,2756.150773,3064.983207,2884.106009,2193.739206,1434.609109,997.5258795,664.0279925,429.7591202,260.9884396,172.7653089,123.066964,91.08897061,49.20004741,30.29642603,0.018868024
106,Central,2,MW210,Lilongwe City,21076,Area 46,5020.769775,152.5790265,560.4280849,636.3803121,587.7451753,560.1676186,626.1123634,590.3715567,447.9813629,291.7925618,202.3344631,134.2740406,86.66113723,52.29754001,34.29283649,24.21409892,17.84099133,9.467892822,5.828712256,0.018253084
107,Central,2,MW210,Lilongwe City,21077,Area 47,19425.89529,585.4627144,2150.430449,2441.52397,2255.941947,2171.153371,2458.714992,2330.462135,1757.684623,1133.161949,780.1457586,513.5339244,328.9968747,195.1834564,124.656639,85.83221249,62.38733411,31.34053871,19.28240002,0.016652984
108,Central,2,MW210,Lilongwe City,21078,Area 48,931.1585091,28.06349878,103.0784711,117.0317136,108.1360475,104.0718037,117.8557462,111.7080899,84.25264175,54.31684706,37.39541263,24.61567264,15.77009626,9.35590023,5.975276211,4.114270872,2.990466924,1.502273581,0.924280225,0.016652984
109,Central,2,MW210,Lilongwe City,21079,Area 49,49143.07877,1481.308942,5440.913018,6177.439279,5707.841251,5492.349193,6218.340551,5893.433951,4445.431383,2866.450649,1973.713732,1299.395762,832.5736113,494.0951891,315.7177663,217.4930487,158.1276936,79.52501548,48.92873327,0.016681744
110,Central,2,MW210,Lilongwe City,21035,Area 5,2786.432097,83.97821953,308.4557151,350.2098952,323.5901852,311.4281917,352.6757591,334.2792904,252.1206249,162.5396808,111.9033719,73.66082173,47.19100132,27.9969309,17.88063072,12.31169158,8.948780343,4.495457307,2.765849268,0.016652984
111,Central,2,MW210,Lilongwe City,21080,Area 50,109890.0403,3312.437078,12166.72815,13813.71998,12763.61433,12281.54016,13904.64067,13178.0142,9940.308385,6409.700879,4413.49492,2905.666742,1861.797354,1104.92572,706.0599131,486.4166492,353.6560663,177.877494,109.4416257,0.016684421
112,Central,2,MW210,Lilongwe City,21081,Area 51,8655.047485,260.848086,958.1065565,1087.800875,1005.116333,967.339483,1095.460193,1038.318191,783.1218935,504.870965,347.5875107,228.8008065,146.5818449,86.96237981,55.5397377,38.24183465,27.79616234,13.96351863,8.591114334,0.016652984
113,Central,2,MW210,Lilongwe City,21082,Area 52,5848.201481,176.9715404,650.0234818,738.0650466,681.8145271,653.0709503,734.8817693,694.7977566,525.5714364,340.5258585,235.2619843,155.4795061,99.97093312,59.81200656,38.70675699,26.99342997,19.75711616,10.21224403,6.285136614,0.017433511
114,Central,2,MW210,Lilongwe City,21083,Area 53,31443.7023,948.5532636,3484.077715,3955.801113,3655.034301,3513.758973,3972.996866,3763.445004,2840.462246,1833.380056,1263.294872,832.3777993,533.7370825,317.2957832,203.2786253,140.4183999,102.2510701,51.7171093,31.82201988,0.016839214
115,Central,2,MW210,Lilongwe City,21084,Area 54,7217.90184,218.6975175,803.2845714,912.1043964,842.5315902,805.8093922,904.9368304,854.8939975,647.2771957,420.0419077,290.5164201,192.2346594,123.7435709,74.22786455,48.22880669,33.76265673,24.76226585,12.90502058,7.943176252,0.017678534
116,Central,2,MW210,Lilongwe City,21085,Area 55,24654.96154,744.3721297,2734.110584,3104.308058,2868.072384,2754.560226,3110.799521,2945.32216,2224.249629,1437.059738,990.8746244,653.3789498,419.2537235,249.6511941,160.3728343,111.0519012,80.96910044,41.20157375,25.35320801,0.016992467
117,Central,2,MW210,Lilongwe City,21086,Area 56,64062.11389,1931.445306,7094.283814,8054.65561,7442.263051,7159.397132,8102.896904,7678.459293,5792.816824,3736.284981,2573.142283,1694.404624,1085.891253,644.7328358,412.2801413,284.2214458,206.7249686,104.139181,64.07424392,0.016725018
118,Central,2,MW210,Lilongwe City,21087,Area 57,98917.50983,2981.201792,10950.08606,12432.34701,11487.35522,11055.60808,12519.88445,11866.81529,8950.207112,5770.110284,3972.536382,2614.937242,1675.266501,993.8827105,634.7570664,437.0613862,317.6790381,159.587396,98.18682557,0.016652984
119,Central,2,MW210,Lilongwe City,21088,Area 58,31578.54982,974.944464,3580.997221,4067.406124,3753.375076,3511.302461,3824.555182,3568.343142,2741.22719,1822.147491,1281.07689,863.2696926,564.7995251,351.3523241,240.8200719,176.9047609,133.0127262,76.1162833,46.89919713,0.021335782
120,Central,2,MW210,Lilongwe City,21036,Area 6,5165.280273,155.6725683,571.792229,649.1930185,599.847382,577.3023841,653.7640538,619.6620501,467.3624352,301.3039538,207.4381354,136.5469446,87.47916332,51.89862507,33.14578134,22.82249687,16.58858248,8.333343896,5.127125348,0.016652984
121,Central,2,MW210,Lilongwe City,21037,Area 7,38631.27148,1164.279368,4276.449615,4855.332218,4486.274861,4317.660217,4889.519117,4634.469307,3495.416344,2253.460458,1551.435453,1021.23831,654.2590393,388.1512274,247.8981991,170.6900741,124.0664589,62.32530547,38.3459098,0.016652984
122,Central,2,MW210,Lilongwe City,21038,Area 8,37218.604,1121.704026,4120.068498,4677.782538,4322.220862,4159.772113,4710.719295,4464.996128,3367.596041,2171.055965,1494.702593,983.8936902,630.3341095,373.9573217,238.8330632,164.4482833,119.5295994,60.04619517,36.94367746,0.016652984
123,Central,2,MW210,Lilongwe City,21039,Area 9,4544.480774,136.9627507,503.0702411,571.1684624,527.7535286,507.9181474,575.1901182,545.1867313,411.1915504,265.0911386,182.5067699,120.1357782,76.96530582,45.66108552,29.16208962,20.07952962,14.59485065,7.331784384,4.51091159,0.016652984
124,Central,2,MW207,Mchinji,20720,Mchinji Boma,26721.29184,942.3325944,3461.272056,3891.690761,3646.55788,3112.525984,2560.680988,2040.049284,1753.481041,1404.133722,1143.14913,814.9133639,601.0953698,379.3954992,311.7262291,248.3001621,197.7017988,131.3422136,80.94376245,0.03630117
125,Central,2,MW207,Mchinji,20708,STA Gumba,20927.82651,738.0189233,2710.809641,3047.959289,2855.890636,2437.610509,2005.50547,1597.805752,1373.346999,1099.700438,895.316929,638.251589,470.7806243,297.1535212,244.1363406,194.4707576,154.835242,102.8495897,63.38425873,0.036299813
126,Central,2,MW207,Mchinji,20710,STA Kapunula,8700.321841,306.8188806,1126.973241,1267.115465,1187.301398,1013.423227,833.7451967,664.2300623,570.9248453,457.1790676,372.2037618,265.3318029,195.7137105,123.5293177,101.4965345,80.8453176,64.37073804,42.76438194,26.35489289,0.03630117
127,Central,2,MW207,Mchinji,20706,STA Nyoka,45506.605,1604.801048,5894.578044,6627.585049,6210.121502,5300.66029,4360.863199,3474.222636,2986.194291,2391.252603,1946.79345,1387.80493,1023.670926,646.1140136,530.8726261,422.8574529,336.6879758,223.676994,137.8479696,0.03630117
128,Central,2,MW207,Mchinji,20709,STA Pitala,4858.877495,171.349449,629.38188,707.6472488,663.0734069,565.9674895,465.6225191,370.9532314,318.8449728,255.321254,207.8650095,148.180119,109.3004329,68.98754234,56.68287177,45.14976588,35.94919086,23.88266742,14.71844355,0.03630117
129,Central,2,MW207,Mchinji,20712,TA Dambe,82088.44303,2894.849209,10633.04058,11955.46214,11202.13532,9561.471379,7866.498492,6267.280546,5386.865319,4313.525928,3511.830136,2503.499641,1846.609534,1165.561393,957.6163888,762.7995802,607.3358795,403.4332546,248.6283163,0.036300036
130,Central,2,MW207,Mchinji,20713,TA Kapondo,8474.633408,298.8599254,1097.739285,1234.246186,1156.502515,987.1347855,812.1176469,646.9997756,556.1149176,445.3197332,362.5487071,258.4490323,190.63685,120.3249376,98.86369011,78.74817069,62.70094566,41.65506362,25.67124065,0.03630117
131,Central,2,MW207,Mchinji,20711,TA Kazyozyo,9454.333257,333.4092693,1224.642121,1376.929739,1290.198604,1101.251321,906.0015352,721.7954101,620.4039172,496.8003875,404.4607163,288.3267232,212.6751947,134.2349579,110.2927086,87.85175864,69.94941342,46.47054737,28.63893369,0.03630117
132,Central,2,MW207,Mchinji,20702,TA Mavwere,125169.3751,4413.847281,16212.45404,18229.30468,17079.77065,14576.1097,11993.62935,9556.503095,8214.805854,6578.196396,5354.750002,3817.935698,2815.807788,1778.313662,1461.197271,1164.193086,926.9780601,615.966728,379.6117705,0.036334342
133,Central,2,MW207,Mchinji,20705,TA Mduwa,71308.19172,2514.628584,9236.455486,10385.23507,9730.751942,8305.098735,6833.088978,5444.156054,4679.5916,3747.281368,3050.583564,2174.841942,1604.108951,1012.739156,832.1228065,662.8899853,527.812852,350.6839285,216.1207207,0.036316028
134,Central,2,MW207,Mchinji,20707,TA Mkanda,89039.24905,3139.989903,11533.46426,12967.68229,12150.86371,10371.3914,8532.563229,6797.742318,5842.855057,4678.778741,3809.139944,2715.410408,2002.937607,1264.201242,1038.717346,827.3724235,658.7712823,437.6514481,269.7164444,0.03630117
135,Central,2,MW207,Mchinji,20701,TA Mlonyeni,48428.14854,1707.829963,6273.012481,7053.078848,6608.813963,5640.964951,4640.832485,3697.269218,3177.909244,2544.772044,2071.778424,1476.902602,1089.391038,687.5948102,564.9548762,450.0050827,358.3034881,238.0371529,146.6978683,0.03630117
136,Central,2,MW207,Mchinji,20704,TA Simphasi,60181.3534,2122.170851,7794.922408,8764.632366,8211.918898,7008.129787,5766.511017,4594.766037,3949.68839,3162.805108,2574.559522,1835.670656,1353.840309,855.0282844,702.5569756,559.7590753,445.703292,296.1668477,182.5235763,0.036335337
137,Central,2,MW207,Mchinji,20703,TA Zulu,87922.6193,3100.611694,11388.82457,12805.05626,11998.48129,10241.32511,8425.557451,6712.492707,5769.580564,4620.10278,3761.370011,2681.356796,1977.819024,1248.347057,1025.690926,816.9964528,650.5097167,432.1629176,266.3339652,0.03630117
138,Central,2,MW202,Nkhotakota,20220,Nkhotakota Boma,23951.20581,850.5586614,3124.111447,3578.028383,3149.70712,2596.497651,2235.112149,1915.020036,1610.883854,1276.076187,1018.684625,756.3333315,530.757043,378.3054075,275.8379339,245.2125011,212.157247,122.5007269,75.42150569,0.038876118
139,Central,2,MW202,Nkhotakota,20208,Nkhotakota Game Reserve,2369.208544,83.32843462,306.0767563,348.102908,313.8548183,263.9178033,225.721209,187.652059,158.7418687,123.9865003,101.779077,74.85809322,53.92755396,37.27920856,28.18440906,23.8946389,19.71313141,11.25579557,6.934278745,0.037979879
140,Central,2,MW202,Nkhotakota,20203,STA Kalimanjira,15425.56067,547.7947266,2012.056139,2304.397297,2028.540803,1672.251174,1439.504061,1233.351589,1037.475392,821.8454958,656.0747547,487.1097428,341.8293439,243.6442265,177.6509633,157.9269262,136.6379844,78.89550151,48.57454863,0.038876118
141,Central,2,MW202,Nkhotakota,20202,TA Kafuzila,27293.83178,969.0414243,3559.300127,4076.895727,3589.736623,2959.982427,2547.021486,2181.102611,1835.036184,1453.415677,1161.224514,862.1777599,605.311793,431.2338882,314.752363,279.7630945,242.0651538,139.7764817,85.99444587,0.03892277
142,Central,2,MW202,Nkhotakota,20201,TA Kanyenda,106474.9054,3779.97104,13883.87841,15903.37622,14004.43974,11548.95902,9935.997445,8506.442353,7157.462173,5668.511743,4530.695735,3363.9635,2362.22981,1682.514501,1228.596487,1091.928749,944.7941344,545.5924208,335.5519067,0.038943108
143,Central,2,MW202,Nkhotakota,20204,TA Malenga Chanzi,47482.9953,1686.222951,6193.515697,7093.400904,6244.258833,5147.527301,4431.084615,3796.505613,3193.559067,2529.806643,2019.530776,1499.422298,1052.21985,749.9862022,546.8455918,486.131017,420.5993488,242.8563091,149.5222841,0.038876118
144,Central,2,MW202,Nkhotakota,20205,TA Mphonde,37451.31471,1329.976468,4885.018396,5594.785837,4925.041086,4060.014826,3494.934205,2994.422016,2518.859329,1995.337155,1592.866713,1182.640985,829.9185107,591.5374356,431.3141205,383.4266475,331.7397835,191.5483217,117.9328744,0.038876118
145,Central,2,MW202,Nkhotakota,20206,TA Mwadzama,104988.729,3728.448618,13694.63745,15683.26481,13807.13934,11381.27971,9797.437865,8394.302235,7060.386241,5594.578866,4463.739078,3313.541157,2325.748254,1658.763729,1210.18252,1074.972889,930.844896,538.1424099,331.3189267,0.038913336
146,Central,2,MW202,Nkhotakota,20207,TA Mwansambo,35294.41707,1253.30112,4603.393118,5270.313414,4641.761773,3828.709573,3294.486759,2820.767366,2372.885368,1879.656423,1500.948002,1114.411191,782.3618147,557.7951758,407.0772414,361.5323937,312.9145782,180.7885832,111.3131744,0.038919072
147,Central,2,MW209,Ntcheu,20920,Ntcheu Boma,19820.24054,658.6408043,2419.256511,2795.406655,2720.036881,2274.116029,1775.582811,1497.3063,1275.405867,956.2541056,822.7431245,649.8529181,500.4841278,431.305452,303.2385268,263.0392318,247.7995488,142.3372195,87.43442741,0.052665807
148,Central,2,MW209,Ntcheu,20906,STA Mkutumula,25871.8633,860.6692795,3161.325669,3651.653284,3551.181604,2967.247762,2316.482869,1954.280494,1663.847036,1248.642255,1073.091174,847.2829416,652.6257484,562.3205228,395.5561276,342.7096276,322.869343,185.5728769,114.504686,0.052613631
149,Central,2,MW209,Ntcheu,20902,STA Tsikulamowa,29717.38673,988.5364511,3630.996343,4193.715464,4079.309015,3408.065748,2661.760258,2245.28401,1911.49342,1434.552423,1232.876398,973.4864697,749.5502748,645.526293,454.0203493,393.5332697,370.5726934,212.886567,131.221284,0.052569702
150,Central,2,MW209,Ntcheu,20909,TA Chakhumbira,29735.45811,988.1305933,3629.506944,4193.828896,4080.754848,3411.758893,2663.830857,2246.344522,1913.436804,1434.627084,1234.326276,974.9465039,750.854905,647.0690996,454.9357759,394.6264951,371.7630515,213.5424349,131.1741272,0.052665807
151,Central,2,MW209,Ntcheu,20907,TA Champiti,19917.30532,661.8663364,2431.104229,2809.096476,2733.357595,2285.252956,1784.278295,1504.638992,1281.651855,960.9371261,826.7723071,653.0354137,502.9351267,433.4176649,304.7235632,264.327402,249.0130865,143.0342812,87.86261614,0.052665807
152,Central,2,MW209,Ntcheu,20910,TA Goodson Ganya,161508.789,5367.306844,19714.67876,22779.7705,22164.35579,18530.32766,14468.37574,12201.301,10392.74694,7792.625858,6704.198496,5295.236314,4078.015097,3514.240949,2470.849966,2143.276781,2019.077374,1159.84975,712.5551746,0.052663444
153,Central,2,MW209,Ntcheu,20904,TA Kwataine,52336.76291,1739.188157,6388.219871,7381.471232,7182.451946,6004.966045,4688.553425,3953.74439,3367.800422,2525.057367,2172.512071,1715.983115,1321.56414,1138.892897,800.7230206,694.5739069,654.3324342,375.8516095,230.8768599,0.052665807
154,Central,2,MW209,Ntcheu,20905,TA Makwangwala,93625.35591,3111.923129,11430.4175,13206.75418,12849.17725,10741.39721,8386.456274,7072.724301,6023.949647,4517.39395,3885.781694,3068.998794,2363.654503,2036.869429,1432.21602,1242.050952,1170.101448,672.1974359,413.2921877,0.052655159
155,Central,2,MW209,Ntcheu,20911,TA Masasa,37289.03597,1239.766375,4553.790158,5261.204822,5116.050378,4276.295844,3340.411997,2817.128549,2399.855987,1800.631962,1547.97349,1222.083328,940.9058483,810.1697332,570.2951089,494.5552964,465.6816648,267.6954814,164.539947,0.052636585
156,Central,2,MW209,Ntcheu,20903,TA Mpando,72692.69612,2416.957619,8877.735171,10254.86322,9977.812533,8337.925475,6512.844062,5492.706607,4677.066522,3508.744031,3016.922424,2382.560189,1834.265124,1579.703817,1110.793109,963.3685738,907.0760644,520.9253305,320.4262472,0.052585604
157,Central,2,MW209,Ntcheu,20908,TA Njolomole,64412.76096,2140.482231,7862.214947,9084.645581,8839.705298,7390.530497,5770.373524,4866.017272,4144.874682,3107.6801,2673.789759,2111.922939,1626.497138,1401.676984,985.4789953,854.8374135,805.3107666,462.5742696,284.1485633,0.052665807
158,Central,2,MW209,Ntcheu,20901,TA Phambala,38535.06012,1280.61775,4703.842859,5435.035559,5288.466429,4421.260851,3452.175152,2911.16705,2479.647115,1859.259488,1599.569874,1263.4177,972.985946,838.4423882,589.4926818,511.3365165,481.68609,276.6773492,169.9793217,0.052657812
159,Central,2,MW203,Ntchisi,20320,Ntchisi Boma,8098.646912,285.4719978,1048.653694,1149.275955,1074.777329,945.5646169,778.1132971,615.3296805,520.3259625,410.9431418,339.5564372,252.5430248,185.9073741,136.6553565,109.4628412,87.95949211,79.26052258,48.72005437,30.12613449,0.043899808
160,Central,2,MW203,Ntchisi,20302,TA Chikho,26825.85163,944.9253,3471.085836,3806.240412,3560.607329,3132.027952,2577.522901,2038.645246,1724.697831,1361.981761,1124.945385,836.9611141,615.9539473,452.7051091,362.3857551,291.5537347,262.5958304,161.2855065,99.73068114,0.043896146
161,Central,2,MW203,Ntchisi,20305,TA Chilooko,86777.14626,3058.665882,11235.70997,12315.14995,11516.39102,10130.9531,8337.527751,6593.913306,5576.040282,4403.642295,3638.62502,2706.170975,1992.042472,1464.050808,1172.575603,942.3634958,848.9613472,521.7433882,322.619588,0.043885557
162,Central,2,MW203,Ntchisi,20303,TA Kalumo,81782.78327,2877.910412,10571.68702,11600.71845,10857.35126,9549.114165,7858.716915,6216.576816,5262.740761,4155.150634,3430.515051,2553.588524,1878.641655,1380.410759,1104.054899,889.7293994,800.8022842,491.2873056,303.7869506,0.043892623
163,Central,2,MW203,Ntchisi,20301,TA Kasakula,23727.53872,836.4632035,3072.662065,3369.528938,3148.518069,2767.692389,2278.856234,1804.05818,1525.409168,1204.788497,995.0284195,740.0290621,544.4229959,400.0341008,320.07426,257.5082092,231.9251945,142.4560905,88.08364469,0.043832924
164,Central,2,MW203,Ntchisi,20307,TA Malenga,52547.05986,1851.717935,6802.101864,7456.383856,6973.983378,6135.231852,5048.808142,3992.792379,3376.976291,2666.932002,2203.33986,1638.956238,1206.377123,886.71702,710.0903808,570.8761017,514.3159905,316.0373462,195.4221001,0.043898592
165,Central,2,MW203,Ntchisi,20304,TA Nthondo,29918.26193,1054.599133,3873.967615,4245.689364,3970.47433,3493.132887,2874.529251,2273.16918,1922.203623,1518.118358,1254.399474,932.9519423,686.7845415,504.8362766,404.3808784,324.942568,292.8065761,179.9830717,111.2928607,0.043899808
166,Central,2,MW203,Ntchisi,20306,TA Vuso Jere,14945.7071,525.5091406,1930.396578,2119.577441,1984.50824,1745.132432,1436.264997,1136.314298,962.4852962,759.812246,627.0589299,466.9554248,343.4319076,252.3051011,201.6481423,162.7266176,146.3808858,89.72080001,55.47862164,0.043889196
167,Central,2,MW205,Salima,20521,Chipoka Urban,4542.108303,161.6466264,593.7471378,675.523178,599.776143,490.3342456,423.4391019,363.1363819,302.060068,246.4907143,186.1382614,135.5037888,97.08092615,73.79290926,56.84568725,46.88597596,43.98457491,28.31513865,17.40744364,0.042587893
168,Central,2,MW205,Salima,20511,Lake Malawi National Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Central,2,MW205,Salima,20520,Salima Town,41944.20398,1492.729502,5482.971654,6238.13438,5538.646638,4528.00291,3910.258161,3353.391301,2789.380674,2276.22419,1718.898072,1251.312867,896.496053,681.4423244,524.9428117,432.9696274,406.1765723,261.4768013,160.7494403,0.042587893
170,Central,2,MW205,Salima,20506,TA Kambalame,23897.53323,849.274106,3119.475182,3549.811109,3157.359361,2581.420097,2224.33611,1904.479307,1589.093035,1295.005093,980.915745,715.134518,513.6738649,390.5210872,302.361371,249.6077599,233.2226112,149.7561316,92.08674181,0.042976595
171,Central,2,MW205,Salima,20504,TA Kambwiri,39004.67796,1388.086017,5098.603499,5800.845125,5150.532077,4210.712835,3636.13152,3118.225747,2593.89217,2116.655305,1598.474404,1163.674112,833.7410067,633.7428622,488.2364685,402.7001681,377.7565001,243.1717009,149.4964432,0.042593898
172,Central,2,MW205,Salima,20502,TA Karonga,81630.28352,2904.636075,10669.06953,12138.85721,10779.54637,8813.766001,7610.573737,6525.801808,5428.895405,4429.744988,3345.547462,2435.763997,1745.103169,1326.33949,1021.685376,842.8444956,790.5364282,508.7820714,312.7899035,0.042590055
173,Central,2,MW205,Salima,20507,TA Khombedza,114518.4562,4072.997009,14960.5884,17023.36834,15124.09053,12371.17734,10679.17809,9153.187168,7617.663668,6213.416739,4695.206771,3419.820468,2450.011836,1861.111885,1433.175832,1183.25429,1108.928767,712.9532802,438.3257984,0.042583861
174,Central,2,MW205,Salima,20509,TA Kuluunda,10180.00731,362.2907533,1330.736699,1514.017375,1344.249215,1098.962391,949.0335471,813.8799809,676.9925981,552.4476969,417.1826683,303.6980782,217.5827768,165.3884728,127.4054851,105.0832667,98.58049707,63.46134857,39.01446023,0.042587893
175,Central,2,MW205,Salima,20501,TA Maganga,67822.10311,2413.684004,8865.746245,10086.81423,8955.770469,7321.599914,6322.731319,5422.299841,4510.317173,3680.563632,2779.38955,2023.322945,1449.598323,1101.86503,848.8115665,700.0946,656.7713003,422.7975476,259.9254267,0.042587893
176,Central,2,MW205,Salima,20510,TA Msosa,8087.122555,287.8079809,1057.152674,1202.755975,1067.886393,873.0305767,753.9241657,646.5562488,537.8135184,438.8682004,331.4197564,241.2668022,172.8528244,131.3852518,101.2094332,83.47917743,78.31103828,50.41105631,30.9914817,0.042586493
177,Central,2,MW205,Salima,20508,TA Mwanza,40468.6645,1439.248641,5286.52662,6015.372533,5344.718879,4371.946593,3773.907666,3234.486972,2691.893492,2195.812226,1659.039627,1208.353924,865.747734,657.7674218,506.6016731,418.1890137,391.994835,252.0782295,154.9784195,0.042596962
178,Central,2,MW205,Salima,20505,TA Ndindi,47979.19864,1707.463844,6271.715911,7135.535526,6335.615857,5179.554708,4472.749626,3835.670049,3190.715891,2603.665898,1966.270666,1431.430286,1025.58606,779.5682842,600.5863488,495.3677007,464.6806457,299.1256278,183.8957133,0.042594626
179,Central,2,MW205,Salima,20503,TA Pemba,23609.28023,840.2178557,3086.219358,3511.280434,3117.55733,2548.692774,2200.980635,1887.535044,1570.068418,1281.22624,967.5221457,704.3308332,504.613857,383.5658153,295.4763892,243.7071227,228.6260226,147.1783582,90.48159758,0.042587893
180,Northern,1,MW101,Chitipa,10120,Chitipa Boma,27932.99713,945.5945024,3473.14113,4172.790955,4044.285893,3557.020273,2503.521696,1862.33982,1655.791942,1391.359431,1189.256726,869.7978161,611.598392,405.2108162,366.7210559,320.3366613,317.0736807,159.9898574,87.16648175,0.044796043
181,Northern,1,MW101,Chitipa,10110,Nyika Ntational Park-Chitipa,278.6746027,9.374493234,34.43187414,41.18111984,39.5447645,35.01356729,25.40273568,19.36712699,17.16401641,13.94832244,11.96963561,8.698624355,6.226843527,4.098369112,3.650594334,3.147395031,3.063535627,1.547968861,0.843615723,0.043969237
182,Northern,1,MW101,Chitipa,10102,STA Bulambya Songwe,37720.92856,1276.9379,4690.155794,5634.96816,5461.433963,4803.426822,3380.774451,2514.917645,2235.993844,1878.902199,1605.981191,1174.581486,825.9070495,547.1997215,495.2228607,432.5850271,428.1786739,216.0515018,117.7102697,0.044796043
183,Northern,1,MW101,Chitipa,10104,STA Lwangwa,6786.991718,229.8032575,844.0611889,1013.917186,982.0364589,863.6213128,608.5300183,453.0256781,402.6220431,338.0379845,288.9335363,211.3455478,148.6454587,98.46067496,89.15053128,77.81068145,76.99393415,38.83692585,21.15929936,0.044784403
184,Northern,1,MW101,Chitipa,10107,STA Nthengatenga,13468.62908,455.9700258,1674.76493,2012.041644,1949.715884,1714.75563,1207.271245,898.266868,798.5538416,670.8660606,573.4176194,419.3999291,294.9220131,195.3858092,176.8501216,154.4461338,152.8595641,77.12315229,42.0186082,0.044792798
185,Northern,1,MW101,Chitipa,10108,STA Wavikaza,7735.784396,261.8736246,961.8542117,1155.61574,1120.027455,985.0837633,693.3271063,515.757735,458.5562167,385.3240858,329.3536165,240.8824352,169.3765003,112.2193761,101.559994,88.71426633,87.81061419,44.30770662,24.13994837,0.044796043
186,Northern,1,MW101,Chitipa,10109,TA Kameme,26496.7289,896.9736075,3294.55799,3958.232986,3836.335441,3374.124211,2374.794777,1766.581407,1570.653877,1319.818045,1128.107124,825.0742594,580.1510201,384.3755503,347.8648694,303.8654834,300.7702799,151.7634451,82.6845262,0.044796043
187,Northern,1,MW101,Chitipa,10101,TA Mwabulambya,69638.8689,2357.431655,8658.777949,10403.05273,10082.68084,8867.89439,6241.45051,4642.940322,4128.002362,3468.754055,2964.898212,2168.465338,1524.756546,1010.21823,914.2606291,798.6211672,790.4863341,398.8656373,217.3119898,0.044796043
188,Northern,1,MW101,Chitipa,10103,TA Mwenemisuku,27880.31522,943.8624528,3466.779856,4164.960826,4036.000644,3549.630376,2499.054011,1859.385068,1652.995636,1388.707543,1186.987332,868.1651186,610.4905046,404.4518761,366.0791355,319.7083258,316.4261027,159.6494297,86.98098113,0.044793036
