UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,CFR,CFR of Crit,CFR of Hosp,Population,Code
181,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malenga,0.032997038,0.007123329,0.215877827,0.004221334,0.592606923,0.127930695,13615,MW10303
182,Sub-Saharan Africa,Malawi,Lilongwe,TA Malili,0.029648321,0.00515972,0.174030778,0.003041821,0.589532135,0.102596736,129131,MW20614
183,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mankhambira,0,0,0,0,0,0,1,MW10306
184,Sub-Saharan Africa,Malawi,Ntcheu,TA Masasa,0.028869567,0.00507753,0.175878303,0.002993208,0.589500824,0.103680404,37563,MW20909
185,Sub-Saharan Africa,Malawi,Chikwawa,TA Maseya,0.029462164,0.005070034,0.172086271,0.002985812,0.5889137,0.101343963,40611,MW31004
186,Sub-Saharan Africa,Malawi,Lilongwe,TA Mazengera,0.032468563,0.00629333,0.193828404,0.00371917,0.590970217,0.114546814,145652,MW20604
187,Sub-Saharan Africa,Malawi,Mchinji,TA Mkanda,0.027865803,0.00455409,0.163429348,0.002680907,0.588681159,0.096207778,130951,MW20705
188,Sub-Saharan Africa,Malawi,Phalombe,TA Mkhumba,0.029851517,0.005541411,0.185632478,0.003269557,0.590022441,0.109527328,322559,MW30901
189,Sub-Saharan Africa,Malawi,Likoma,Mkumpha,0,0,0,0,0,0,1,MW10601
190,Sub-Saharan Africa,Malawi,Neno,TA Mlauli,0.029112318,0.005174593,0.177745822,0.003051,0.589611524,0.104800985,37729,MW31302
191,Sub-Saharan Africa,Malawi,Nsanje,TA Mlolo,0.031280054,0.006355185,0.203170539,0.003759308,0.591533911,0.120182263,87576,MW31104
192,Sub-Saharan Africa,Malawi,Mchinji,TA Mlonyeni,0.028710794,0.004749963,0.165441712,0.002797334,0.588917109,0.097431455,55619,MW20701
193,Sub-Saharan Africa,Malawi,Zomba,TA Mlumbe,0.031700647,0.006118703,0.193015072,0.003613686,0.590596754,0.113994075,201558,MW30306
194,Sub-Saharan Africa,Malawi,Chiradzulu,TA Mpama,0.032169609,0.006021249,0.187171959,0.003553513,0.590162104,0.110461797,88254,MW30401
195,Sub-Saharan Africa,Malawi,Ntcheu,TA Mpando,0.027103071,0.004452494,0.164280052,0.002620068,0.588449566,0.096670525,76324,MW20902
196,Sub-Saharan Africa,Malawi,Mzimba,TA Mpherembe,0.028707311,0.004682743,0.163120216,0.002756653,0.58868344,0.09602617,64069,MW10509
197,Sub-Saharan Africa,Malawi,Mangochi,TA Mponda,0.028114102,0.005072963,0.180441919,0.002991576,0.589709907,0.106408387,165365,MW30101
198,Sub-Saharan Africa,Malawi,Dowa,TA Msakambewa,0.031075088,0.00556375,0.179042121,0.003282253,0.589935401,0.105623286,100996,MW20406
199,Sub-Saharan Africa,Malawi,Mzimba,TA Mtwalo,0.031278676,0.005740066,0.183513726,0.00338901,0.590412957,0.108348882,210743,MW10502
200,Sub-Saharan Africa,Malawi,Chitipa,TA Mwabulambya,0.030169987,0.005453868,0.180771299,0.003221015,0.590592794,0.106762226,107405,MW10101
201,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwadzama,0.028507214,0.005099008,0.178867304,0.003008611,0.590038531,0.105538601,103416,MW20205
202,Sub-Saharan Africa,Malawi,Zomba,TA Mwambo,0.029435191,0.00537757,0.182691872,0.003170527,0.589583529,0.107712119,179254,MW30302
203,Sub-Saharan Africa,Malawi,Rumphi,TA Mwamlowe,0.032736253,0.006434058,0.196542287,0.003805731,0.591497785,0.116254327,10817,MW10402
204,Sub-Saharan Africa,Malawi,Kasungu,TA Mwase,0.028826015,0.004675548,0.162198905,0.002750607,0.588296262,0.09542101,32061,MW20114
205,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenemisuku,0.032359303,0.006179965,0.190979555,0.003654323,0.591317733,0.112929598,42023,MW10102
206,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenewenya,0.030320783,0.005753534,0.189755442,0.003403192,0.591495911,0.112239568,29517,MW10103
207,Sub-Saharan Africa,Malawi,Mzimba,TA Mzikubola,0.03020315,0.005408191,0.179060484,0.003191385,0.590102198,0.105663985,103567,MW10506
208,Sub-Saharan Africa,Malawi,Mzimba,TA Mzukuzuku,0.03189008,0.006034377,0.189224257,0.003565151,0.590806789,0.111794976,49601,MW10510
209,Sub-Saharan Africa,Malawi,Phalombe,TA Nazombe,0.030192813,0.005783673,0.191557946,0.003414983,0.590452212,0.113105813,156135,MW30902
210,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nchema,0.033553043,0.006623967,0.19741776,0.003913376,0.59079037,0.116632511,50615,MW30406
211,Sub-Saharan Africa,Malawi,Thyolo,TA Nchilamwela,0.031603138,0.005561439,0.175977427,0.003278722,0.589545685,0.103746733,85507,MW30708
212,Sub-Saharan Africa,Malawi,Nsanje,TA Ndamera,0.030747116,0.0061748,0.200825341,0.003652784,0.591563119,0.118800865,40275,MW31101
213,Sub-Saharan Africa,Malawi,Salima,TA Ndindi,0.029674479,0.005780702,0.194803816,0.003418449,0.59135533,0.115198275,54300,MW20505
214,Sub-Saharan Africa,Malawi,Chikwawa,TA Ngabu,0.030309638,0.005728285,0.188992211,0.003382944,0.590568303,0.111612809,228307,MW31001
215,Sub-Saharan Africa,Malawi,Nsanje,TA Ngabu,0.032753114,0.006975609,0.212975455,0.004130199,0.592091437,0.126100943,16978,MW31108
216,Sub-Saharan Africa,Malawi,Neno,TA Chekucheku,0.029846545,0.00532412,0.17838313,0.003139433,0.58966223,0.105185794,35362,MW31304
217,Sub-Saharan Africa,Malawi,Ntcheu,TA Njolomole,0.032494381,0.006244516,0.192172191,0.003687544,0.590525173,0.113482516,79638,MW20906
218,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nkalo,0.034293102,0.00695891,0.202924484,0.004113339,0.591089606,0.119946553,63598,MW30404
219,Sub-Saharan Africa,Malawi,Thyolo,TA Nsabwe,0.032506951,0.006790414,0.208891149,0.004019822,0.591984817,0.123660389,52721,MW30701
220,Sub-Saharan Africa,Malawi,Balaka,TA Msamala,0.031855668,0.006268153,0.196767275,0.003703753,0.590884231,0.11626668,260230,MW31201
221,Sub-Saharan Africa,Malawi,Mwanza,TA Nthache,0.029011646,0.005078513,0.175050834,0.002993851,0.58951332,0.103194798,65092,MW30602
222,Sub-Saharan Africa,Malawi,Chitipa,TA Nthalire,0.029690393,0.005423748,0.182676855,0.003204204,0.590773083,0.107920569,36875,MW10104
223,Sub-Saharan Africa,Malawi,Mulanje,TA Nthiramanja,0.034027179,0.007164476,0.210551579,0.004239493,0.591738035,0.124591378,63829,MW30804
224,Sub-Saharan Africa,Malawi,Nsanje,TA Nyachikadza,0.029324514,0.005384923,0.183632139,0.003181372,0.590792488,0.108488488,5447,MW31103
225,Sub-Saharan Africa,Malawi,Machinga,TA Nyambi,0.029333792,0.005748715,0.195975843,0.003397585,0.591016381,0.115824934,74401,MW30210
226,Sub-Saharan Africa,Malawi,Salima,TA Pemba,0.029571787,0.005902313,0.199592718,0.003492491,0.591715695,0.118102144,29673,MW20503
227,Sub-Saharan Africa,Malawi,Dedza,TA Kachere,0.027417477,0.00545768,0.199058431,0.003230343,0.591889362,0.117820568,202433,MW20801
228,Sub-Saharan Africa,Malawi,Ntcheu,TA Phambala,0.031035453,0.005854049,0.18862458,0.003454798,0.59015528,0.111317792,83109,MW20901
229,Sub-Saharan Africa,Malawi,Kasungu,TA Santhe,0.027753931,0.004370143,0.157460328,0.002569682,0.588008672,0.092588039,126014,MW20111
230,Sub-Saharan Africa,Malawi,Blantyre,TA Somba,0.030652095,0.005471441,0.178501379,0.003225459,0.589508129,0.105228014,90288,MW30508
231,Sub-Saharan Africa,Malawi,Neno,TA Symon Likongwe,0.029240342,0.004826262,0.165054903,0.002839945,0.588435695,0.097124197,57118,MW31303
232,Sub-Saharan Africa,Malawi,Dedza,TA Tambala,0.032449585,0.006643444,0.20473126,0.003930374,0.591616851,0.121122463,96260,MW20804
233,Sub-Saharan Africa,Malawi,Nsanje,TA Tengani,0.031249569,0.00635133,0.203245363,0.003757575,0.591620154,0.120244053,51323,MW31105
234,Sub-Saharan Africa,Malawi,Thyolo,TA Thomas,0.032007152,0.006059065,0.189303471,0.003577885,0.590501157,0.111783919,49050,MW30711
235,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Timbiri,0.030445657,0.005602501,0.184016435,0.003309769,0.590766323,0.108710713,34749,MW10312
236,Sub-Saharan Africa,Malawi,Karonga,TA Wasambo,0.029694539,0.005302354,0.178563281,0.003129134,0.590140422,0.10537741,78123,MW10204
237,Sub-Saharan Africa,Malawi,Kasungu,TA Wimbe,0.02782807,0.0044496,0.159896096,0.002617829,0.588329136,0.094071532,127310,MW20112
238,Sub-Saharan Africa,Malawi,Rumphi,STA Zolokere/Vwaza Marsh Reserve,0,0,0,0,0,0,1,MW10409
239,Sub-Saharan Africa,Malawi,Mchinji,TA Zulu,0.028442225,0.00460347,0.161853386,0.002707703,0.588187437,0.095200128,142016,MW20703
240,Sub-Saharan Africa,Malawi,Thyolo,Thyolo Boma,0.026242946,0.003271476,0.124661148,0.001905542,0.582471569,0.072611575,12171,MW30720
241,Sub-Saharan Africa,Malawi,Zomba,TA Mkumbira,0.026972549,0.004318893,0.160121786,0.002536455,0.587292976,0.0940384,7274,MW30303
