adm_id,name,country,level,adm2,adm1,city,adm_area,day_n1,date_n1,day_n2,date_n2,day_n5,date_n5,day_n10,date_n10,day_n25,date_n25,day_n50,date_n50,day_n100,date_n100,day_n250,date_n250,day_n1000,date_n1000
31539,Mbayani Ward,mw,3,Blantyre City,Southern,Blantyre City,4.802109440500283,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,32.0,2020-04-04,35.0,2020-04-07,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,44.0,2020-04-16
31540,Chilomoni Ward,mw,3,Blantyre City,Southern,Blantyre City,9.998804293702312,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18
31541,Blantyre City Centre Ward,mw,3,Blantyre City,Southern,Blantyre City,10.926741451210592,27.0,2020-03-30,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,44.0,2020-04-16
31542,Namalimwe Ward,mw,3,Blantyre City,Southern,Blantyre City,4.919665745607765,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,34.0,2020-04-06,37.0,2020-04-09,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,46.0,2020-04-18
31543,Limbe Central Ward,mw,3,Blantyre City,Southern,Blantyre City,5.751298011089903,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,38.0,2020-04-10,41.0,2020-04-13,44.0,2020-04-16
31544,Mzedi Ward,mw,3,Blantyre City,Southern,Blantyre City,17.496112721634024,31.0,2020-04-03,32.0,2020-04-04,35.0,2020-04-07,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19
31545,Bangwe Ward,mw,3,Blantyre City,Southern,Blantyre City,1.325771745912841,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
31546,Bangwe Mthandizi Ward,mw,3,Blantyre City,Southern,Blantyre City,3.933917502007946,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,35.0,2020-04-07,38.0,2020-04-10,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,47.0,2020-04-19
31547,Soche East Ward,mw,3,Blantyre City,Southern,Blantyre City,4.405973883099112,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,33.0,2020-04-05,36.0,2020-04-08,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,45.0,2020-04-17
31548,Blantyre South Ward,mw,3,Blantyre City,Southern,Blantyre City,6.317317888524365,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19
31549,Green Corner Ward,mw,3,Blantyre City,Southern,Blantyre City,6.800944447421505,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,42.0,2020-04-14,45.0,2020-04-17,48.0,2020-04-20
31550,Soche West Ward,mw,3,Blantyre City,Southern,Blantyre City,9.172916863037686,30.0,2020-04-02,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18
31551,Namiyango Ward,mw,3,Blantyre City,Southern,Blantyre City,9.227819325611984,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,47.0,2020-04-19
31552,Chigumula Ward,mw,3,Blantyre City,Southern,Blantyre City,20.92594554270824,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,48.0,2020-04-20
31553,Misesa Ward,mw,3,Blantyre City,Southern,Blantyre City,17.13744010583001,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,33.0,2020-04-05,36.0,2020-04-08,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,45.0,2020-04-17
